Index,	Free Memory (kB),	Load Avg (1 min),	Load Avg (5 min),	Load Avg (15 min),	Running Processes,	Total Processes,	Time,	Computer Name
848,	616312,	0.19,	0.21,	0.18,	1,	204,	2-14-2018 04:05:31,	raspberrypi
849,	615924,	0.18,	0.20,	0.18,	1,	203,	2-14-2018 04:06:31,	raspberrypi
850,	616188,	0.16,	0.19,	0.18,	1,	204,	2-14-2018 04:07:31,	raspberrypi
851,	616296,	0.16,	0.19,	0.18,	2,	204,	2-14-2018 04:08:31,	raspberrypi
852,	615684,	0.14,	0.18,	0.18,	1,	204,	2-14-2018 04:09:31,	raspberrypi
853,	615388,	0.15,	0.18,	0.18,	2,	207,	2-14-2018 04:10:31,	raspberrypi
854,	615676,	0.13,	0.17,	0.18,	2,	205,	2-14-2018 04:11:31,	raspberrypi
855,	615552,	0.22,	0.18,	0.18,	1,	205,	2-14-2018 04:12:31,	raspberrypi
856,	615180,	0.13,	0.17,	0.18,	2,	205,	2-14-2018 04:13:31,	raspberrypi
857,	615428,	0.22,	0.18,	0.18,	2,	205,	2-14-2018 04:14:31,	raspberrypi
858,	615036,	0.16,	0.18,	0.18,	1,	204,	2-14-2018 04:15:31,	raspberrypi
859,	615312,	0.27,	0.20,	0.19,	2,	204,	2-14-2018 04:16:31,	raspberrypi
860,	615752,	0.22,	0.20,	0.18,	1,	205,	2-14-2018 04:17:31,	raspberrypi
861,	614464,	0.19,	0.19,	0.18,	1,	207,	2-14-2018 04:18:31,	raspberrypi
862,	615628,	0.24,	0.20,	0.18,	2,	205,	2-14-2018 04:19:31,	raspberrypi
863,	615380,	0.22,	0.21,	0.18,	1,	205,	2-14-2018 04:20:31,	raspberrypi
864,	615100,	0.24,	0.21,	0.18,	1,	207,	2-14-2018 04:21:31,	raspberrypi
865,	615412,	0.18,	0.20,	0.18,	1,	203,	2-14-2018 04:22:31,	raspberrypi
866,	615016,	0.21,	0.21,	0.18,	1,	204,	2-14-2018 04:23:31,	raspberrypi
867,	614588,	0.24,	0.21,	0.18,	1,	206,	2-14-2018 04:24:31,	raspberrypi
868,	615008,	0.19,	0.20,	0.18,	1,	204,	2-14-2018 04:25:31,	raspberrypi
869,	614768,	0.22,	0.21,	0.18,	1,	204,	2-14-2018 04:26:31,	raspberrypi
870,	614208,	0.26,	0.22,	0.19,	1,	206,	2-14-2018 04:27:31,	raspberrypi
871,	614900,	0.21,	0.21,	0.18,	1,	204,	2-14-2018 04:28:31,	raspberrypi
872,	614528,	0.23,	0.21,	0.18,	2,	204,	2-14-2018 04:29:31,	raspberrypi
873,	614100,	0.27,	0.22,	0.19,	2,	206,	2-14-2018 04:30:31,	raspberrypi
874,	614264,	0.25,	0.22,	0.19,	2,	203,	2-14-2018 04:31:31,	raspberrypi
875,	614388,	0.18,	0.21,	0.18,	1,	204,	2-14-2018 04:32:31,	raspberrypi
876,	614116,	0.20,	0.22,	0.18,	1,	205,	2-14-2018 04:33:31,	raspberrypi
877,	614272,	0.24,	0.22,	0.18,	1,	205,	2-14-2018 04:34:31,	raspberrypi
878,	614272,	0.18,	0.21,	0.18,	1,	205,	2-14-2018 04:35:31,	raspberrypi
879,	613836,	0.30,	0.23,	0.19,	1,	207,	2-14-2018 04:36:31,	raspberrypi
880,	614388,	0.39,	0.26,	0.20,	1,	205,	2-14-2018 04:37:31,	raspberrypi
881,	613832,	0.26,	0.25,	0.19,	2,	205,	2-14-2018 04:38:31,	raspberrypi
882,	613736,	0.25,	0.24,	0.19,	1,	204,	2-14-2018 04:39:31,	raspberrypi
883,	613860,	0.25,	0.24,	0.19,	1,	204,	2-14-2018 04:40:31,	raspberrypi
884,	613844,	0.20,	0.23,	0.19,	1,	204,	2-14-2018 04:41:31,	raspberrypi
885,	613192,	0.23,	0.23,	0.19,	1,	206,	2-14-2018 04:42:31,	raspberrypi
886,	613604,	0.25,	0.23,	0.19,	1,	204,	2-14-2018 04:43:31,	raspberrypi
887,	613444,	0.34,	0.25,	0.19,	2,	205,	2-14-2018 04:44:31,	raspberrypi
888,	613300,	0.28,	0.25,	0.19,	1,	207,	2-14-2018 04:45:31,	raspberrypi
889,	613968,	0.28,	0.25,	0.19,	1,	205,	2-14-2018 04:46:31,	raspberrypi
890,	613536,	0.22,	0.23,	0.19,	2,	206,	2-14-2018 04:47:31,	raspberrypi
891,	613712,	0.25,	0.24,	0.19,	2,	206,	2-14-2018 04:48:31,	raspberrypi
892,	613472,	0.19,	0.22,	0.18,	2,	205,	2-14-2018 04:49:31,	raspberrypi
893,	613448,	0.29,	0.24,	0.19,	2,	205,	2-14-2018 04:50:31,	raspberrypi
894,	613448,	0.25,	0.24,	0.19,	1,	205,	2-14-2018 04:51:31,	raspberrypi
895,	613580,	0.23,	0.24,	0.19,	2,	204,	2-14-2018 04:52:31,	raspberrypi
896,	613424,	0.25,	0.24,	0.19,	2,	204,	2-14-2018 04:53:31,	raspberrypi
897,	613232,	0.19,	0.22,	0.18,	2,	203,	2-14-2018 04:54:31,	raspberrypi
898,	612976,	0.22,	0.23,	0.18,	1,	204,	2-14-2018 04:55:31,	raspberrypi
899,	612976,	0.26,	0.23,	0.19,	2,	204,	2-14-2018 04:56:31,	raspberrypi
900,	612804,	0.24,	0.23,	0.19,	1,	206,	2-14-2018 04:57:31,	raspberrypi
901,	613472,	0.25,	0.24,	0.19,	1,	204,	2-14-2018 04:58:31,	raspberrypi
902,	612680,	0.19,	0.22,	0.18,	1,	207,	2-14-2018 04:59:31,	raspberrypi
903,	613068,	0.24,	0.23,	0.18,	2,	207,	2-14-2018 05:00:31,	raspberrypi
904,	613060,	0.19,	0.22,	0.18,	2,	207,	2-14-2018 05:01:31,	raspberrypi
905,	612904,	0.21,	0.22,	0.18,	2,	207,	2-14-2018 05:02:31,	raspberrypi
906,	612812,	0.17,	0.21,	0.18,	1,	207,	2-14-2018 05:03:31,	raspberrypi
907,	612340,	0.16,	0.20,	0.18,	2,	204,	2-14-2018 05:04:32,	raspberrypi
908,	612044,	0.20,	0.21,	0.18,	1,	206,	2-14-2018 05:05:32,	raspberrypi
909,	612580,	0.17,	0.20,	0.18,	2,	204,	2-14-2018 05:06:32,	raspberrypi
910,	612580,	0.20,	0.20,	0.18,	2,	204,	2-14-2018 05:07:32,	raspberrypi
911,	612128,	0.24,	0.21,	0.18,	1,	206,	2-14-2018 05:08:32,	raspberrypi
912,	612192,	0.18,	0.20,	0.18,	1,	205,	2-14-2018 05:09:32,	raspberrypi
913,	612804,	0.32,	0.24,	0.19,	1,	206,	2-14-2018 05:10:32,	raspberrypi
914,	612012,	0.28,	0.24,	0.19,	1,	208,	2-14-2018 05:11:32,	raspberrypi
915,	612432,	0.21,	0.23,	0.19,	2,	206,	2-14-2018 05:12:32,	raspberrypi
916,	612300,	0.20,	0.21,	0.18,	2,	206,	2-14-2018 05:13:32,	raspberrypi
917,	612028,	0.18,	0.20,	0.18,	2,	205,	2-14-2018 05:14:32,	raspberrypi
918,	612316,	0.18,	0.20,	0.18,	1,	204,	2-14-2018 05:15:32,	raspberrypi
919,	612688,	0.16,	0.19,	0.18,	1,	204,	2-14-2018 05:16:32,	raspberrypi
920,	611624,	0.16,	0.18,	0.18,	1,	206,	2-14-2018 05:17:32,	raspberrypi
921,	612184,	0.14,	0.18,	0.18,	2,	204,	2-14-2018 05:18:32,	raspberrypi
922,	611812,	0.22,	0.19,	0.18,	1,	204,	2-14-2018 05:19:32,	raspberrypi
923,	611748,	0.18,	0.18,	0.18,	1,	206,	2-14-2018 05:20:32,	raspberrypi
924,	611440,	0.22,	0.19,	0.18,	2,	204,	2-14-2018 05:21:32,	raspberrypi
925,	611804,	0.23,	0.20,	0.18,	2,	204,	2-14-2018 05:22:32,	raspberrypi
926,	611492,	0.16,	0.19,	0.18,	2,	206,	2-14-2018 05:23:32,	raspberrypi
927,	611680,	0.23,	0.20,	0.18,	2,	204,	2-14-2018 05:24:32,	raspberrypi
928,	611500,	0.13,	0.18,	0.18,	2,	206,	2-14-2018 05:25:32,	raspberrypi
929,	611432,	0.20,	0.19,	0.18,	2,	204,	2-14-2018 05:26:32,	raspberrypi
930,	611796,	0.26,	0.20,	0.19,	1,	205,	2-14-2018 05:27:32,	raspberrypi
931,	611532,	0.21,	0.19,	0.18,	1,	205,	2-14-2018 05:28:32,	raspberrypi
932,	611656,	0.33,	0.23,	0.19,	2,	205,	2-14-2018 05:29:32,	raspberrypi
933,	611424,	0.22,	0.22,	0.19,	2,	205,	2-14-2018 05:30:32,	raspberrypi
934,	610508,	0.26,	0.22,	0.19,	1,	207,	2-14-2018 05:31:32,	raspberrypi
935,	611416,	0.19,	0.21,	0.18,	1,	203,	2-14-2018 05:32:32,	raspberrypi
936,	611920,	0.16,	0.20,	0.18,	1,	204,	2-14-2018 05:33:32,	raspberrypi
937,	611672,	0.23,	0.21,	0.18,	1,	204,	2-14-2018 05:34:32,	raspberrypi
938,	611548,	0.19,	0.20,	0.18,	1,	204,	2-14-2018 05:35:32,	raspberrypi
939,	611672,	0.22,	0.21,	0.18,	1,	204,	2-14-2018 05:36:32,	raspberrypi
940,	610260,	0.25,	0.21,	0.19,	1,	206,	2-14-2018 05:37:32,	raspberrypi
941,	611168,	0.20,	0.20,	0.18,	2,	205,	2-14-2018 05:38:32,	raspberrypi
942,	610904,	0.23,	0.21,	0.18,	2,	205,	2-14-2018 05:39:32,	raspberrypi
943,	610336,	0.19,	0.20,	0.18,	1,	208,	2-14-2018 05:40:32,	raspberrypi
944,	611144,	0.21,	0.21,	0.18,	1,	206,	2-14-2018 05:41:32,	raspberrypi
945,	611160,	0.21,	0.21,	0.18,	1,	206,	2-14-2018 05:42:32,	raspberrypi
946,	610972,	0.21,	0.22,	0.18,	1,	206,	2-14-2018 05:43:32,	raspberrypi
947,	611152,	0.28,	0.24,	0.19,	1,	205,	2-14-2018 05:44:32,	raspberrypi
948,	610616,	0.20,	0.22,	0.18,	2,	204,	2-14-2018 05:45:32,	raspberrypi
949,	610244,	0.22,	0.23,	0.18,	1,	206,	2-14-2018 05:46:32,	raspberrypi
950,	611052,	0.25,	0.23,	0.19,	1,	204,	2-14-2018 05:47:32,	raspberrypi
951,	611052,	0.22,	0.22,	0.18,	1,	204,	2-14-2018 05:48:32,	raspberrypi
952,	610756,	0.25,	0.23,	0.18,	1,	206,	2-14-2018 05:49:32,	raspberrypi
953,	610920,	0.27,	0.23,	0.19,	2,	204,	2-14-2018 05:50:32,	raspberrypi
954,	610112,	0.25,	0.23,	0.19,	2,	206,	2-14-2018 05:51:32,	raspberrypi
955,	610796,	0.38,	0.27,	0.20,	2,	204,	2-14-2018 05:52:32,	raspberrypi
956,	610548,	0.25,	0.25,	0.19,	1,	204,	2-14-2018 05:53:32,	raspberrypi
957,	609880,	0.26,	0.25,	0.19,	1,	206,	2-14-2018 05:54:32,	raspberrypi
958,	610648,	0.20,	0.23,	0.19,	1,	204,	2-14-2018 05:55:32,	raspberrypi
959,	610540,	0.26,	0.25,	0.19,	1,	204,	2-14-2018 05:56:32,	raspberrypi
960,	609872,	0.19,	0.23,	0.19,	1,	206,	2-14-2018 05:57:32,	raspberrypi
961,	610648,	0.20,	0.23,	0.19,	2,	204,	2-14-2018 05:58:32,	raspberrypi
962,	610540,	0.24,	0.23,	0.19,	1,	204,	2-14-2018 05:59:32,	raspberrypi
963,	609624,	0.18,	0.22,	0.18,	1,	206,	2-14-2018 06:00:32,	raspberrypi
964,	611028,	0.22,	0.22,	0.18,	1,	205,	2-14-2018 06:01:32,	raspberrypi
965,	610904,	0.25,	0.23,	0.18,	2,	205,	2-14-2018 06:02:32,	raspberrypi
966,	609972,	0.18,	0.22,	0.18,	2,	207,	2-14-2018 06:03:32,	raspberrypi
967,	610656,	0.20,	0.22,	0.18,	2,	205,	2-14-2018 06:04:32,	raspberrypi
968,	610880,	0.24,	0.22,	0.18,	2,	206,	2-14-2018 06:05:32,	raspberrypi
969,	609988,	0.18,	0.21,	0.18,	2,	207,	2-14-2018 06:06:32,	raspberrypi
970,	610020,	0.22,	0.22,	0.18,	2,	205,	2-14-2018 06:07:32,	raspberrypi
971,	610144,	0.25,	0.22,	0.18,	1,	205,	2-14-2018 06:08:32,	raspberrypi
972,	609600,	0.20,	0.21,	0.18,	1,	206,	2-14-2018 06:09:32,	raspberrypi
973,	610052,	0.23,	0.21,	0.18,	1,	204,	2-14-2018 06:10:32,	raspberrypi
974,	610160,	0.27,	0.22,	0.19,	2,	204,	2-14-2018 06:11:32,	raspberrypi
975,	610120,	0.33,	0.24,	0.19,	2,	206,	2-14-2018 06:12:32,	raspberrypi
976,	609772,	0.29,	0.24,	0.19,	1,	205,	2-14-2018 06:13:32,	raspberrypi
977,	609616,	0.21,	0.23,	0.19,	1,	207,	2-14-2018 06:14:32,	raspberrypi
978,	609128,	0.23,	0.23,	0.19,	2,	206,	2-14-2018 06:15:33,	raspberrypi
979,	610036,	0.18,	0.22,	0.18,	1,	205,	2-14-2018 06:16:33,	raspberrypi
980,	609912,	0.21,	0.22,	0.18,	2,	205,	2-14-2018 06:17:33,	raspberrypi
981,	609584,	0.24,	0.23,	0.18,	2,	207,	2-14-2018 06:18:33,	raspberrypi
982,	609772,	0.19,	0.21,	0.18,	2,	205,	2-14-2018 06:19:33,	raspberrypi
983,	609772,	0.22,	0.22,	0.18,	1,	205,	2-14-2018 06:20:33,	raspberrypi
984,	609096,	0.29,	0.24,	0.19,	1,	208,	2-14-2018 06:21:33,	raspberrypi
985,	609780,	0.22,	0.22,	0.18,	2,	206,	2-14-2018 06:22:33,	raspberrypi
986,	609788,	0.24,	0.23,	0.18,	2,	205,	2-14-2018 06:23:33,	raspberrypi
987,	609788,	0.19,	0.22,	0.18,	2,	205,	2-14-2018 06:24:33,	raspberrypi
988,	601452,	0.22,	0.22,	0.18,	1,	207,	2-14-2018 06:25:33,	raspberrypi
989,	600644,	0.17,	0.21,	0.18,	1,	209,	2-14-2018 06:26:33,	raspberrypi
990,	601444,	0.16,	0.20,	0.18,	1,	206,	2-14-2018 06:27:33,	raspberrypi
991,	601428,	0.22,	0.21,	0.18,	1,	206,	2-14-2018 06:28:33,	raspberrypi
992,	601320,	0.14,	0.18,	0.18,	1,	206,	2-14-2018 06:29:33,	raspberrypi
993,	600824,	0.20,	0.19,	0.18,	1,	204,	2-14-2018 06:30:33,	raspberrypi
994,	600560,	0.21,	0.19,	0.18,	2,	206,	2-14-2018 06:31:33,	raspberrypi
995,	601212,	0.19,	0.18,	0.18,	2,	204,	2-14-2018 06:32:33,	raspberrypi
996,	601080,	0.19,	0.18,	0.18,	2,	204,	2-14-2018 06:33:33,	raspberrypi
997,	600180,	0.17,	0.17,	0.18,	2,	206,	2-14-2018 06:34:33,	raspberrypi
998,	600692,	0.19,	0.18,	0.18,	1,	204,	2-14-2018 06:35:33,	raspberrypi
999,	600908,	0.17,	0.17,	0.18,	2,	203,	2-14-2018 06:36:33,	raspberrypi
1000,	600700,	0.17,	0.17,	0.18,	2,	205,	2-14-2018 06:37:33,	raspberrypi
1001,	601336,	0.16,	0.17,	0.18,	2,	205,	2-14-2018 06:38:33,	raspberrypi
1002,	600156,	0.16,	0.17,	0.18,	1,	207,	2-14-2018 06:39:33,	raspberrypi
1003,	600576,	0.22,	0.18,	0.18,	1,	205,	2-14-2018 06:40:33,	raspberrypi
1004,	601088,	0.18,	0.18,	0.18,	1,	205,	2-14-2018 06:41:33,	raspberrypi
1005,	600428,	0.22,	0.19,	0.18,	1,	206,	2-14-2018 06:42:33,	raspberrypi
1006,	600956,	0.25,	0.20,	0.18,	1,	204,	2-14-2018 06:43:33,	raspberrypi
1007,	600600,	0.20,	0.19,	0.18,	1,	204,	2-14-2018 06:44:33,	raspberrypi
1008,	599784,	0.23,	0.20,	0.18,	1,	205,	2-14-2018 06:45:33,	raspberrypi
1009,	600956,	0.27,	0.21,	0.19,	1,	204,	2-14-2018 06:46:33,	raspberrypi
1010,	600700,	0.21,	0.20,	0.18,	2,	205,	2-14-2018 06:47:33,	raspberrypi
1011,	599932,	0.24,	0.21,	0.18,	2,	207,	2-14-2018 06:48:33,	raspberrypi
1012,	600592,	0.19,	0.20,	0.18,	2,	205,	2-14-2018 06:49:33,	raspberrypi
1013,	600816,	0.22,	0.21,	0.18,	1,	206,	2-14-2018 06:50:33,	raspberrypi
1014,	600040,	0.26,	0.22,	0.19,	1,	208,	2-14-2018 06:51:33,	raspberrypi
1015,	600824,	0.24,	0.22,	0.19,	1,	205,	2-14-2018 06:52:33,	raspberrypi
1016,	600824,	0.25,	0.22,	0.19,	2,	205,	2-14-2018 06:53:33,	raspberrypi
1017,	600288,	0.19,	0.21,	0.18,	2,	207,	2-14-2018 06:54:33,	raspberrypi
1018,	600344,	0.22,	0.22,	0.18,	1,	204,	2-14-2018 06:55:33,	raspberrypi
1019,	600716,	0.26,	0.22,	0.19,	1,	204,	2-14-2018 06:56:33,	raspberrypi
1020,	600428,	0.21,	0.21,	0.18,	2,	205,	2-14-2018 06:57:33,	raspberrypi
1021,	600592,	0.23,	0.21,	0.18,	1,	204,	2-14-2018 06:58:33,	raspberrypi
1022,	600576,	0.28,	0.23,	0.19,	1,	204,	2-14-2018 06:59:33,	raspberrypi
1023,	600344,	0.25,	0.23,	0.19,	1,	204,	2-14-2018 07:00:33,	raspberrypi
1024,	600328,	0.26,	0.24,	0.19,	1,	204,	2-14-2018 07:01:33,	raspberrypi
1025,	600344,	0.33,	0.25,	0.20,	1,	204,	2-14-2018 07:02:33,	raspberrypi
1026,	600352,	0.21,	0.24,	0.19,	1,	203,	2-14-2018 07:03:33,	raspberrypi
1027,	599972,	0.23,	0.24,	0.19,	1,	204,	2-14-2018 07:04:33,	raspberrypi
1028,	599304,	0.22,	0.22,	0.19,	1,	206,	2-14-2018 07:05:33,	raspberrypi
1029,	600096,	0.19,	0.21,	0.18,	2,	204,	2-14-2018 07:06:33,	raspberrypi
1030,	600592,	0.19,	0.20,	0.18,	1,	204,	2-14-2018 07:07:33,	raspberrypi
1031,	600132,	0.24,	0.22,	0.19,	1,	207,	2-14-2018 07:08:33,	raspberrypi
1032,	599964,	0.20,	0.21,	0.18,	2,	205,	2-14-2018 07:09:33,	raspberrypi
1033,	600096,	0.17,	0.20,	0.18,	1,	205,	2-14-2018 07:10:33,	raspberrypi
1034,	599972,	0.16,	0.19,	0.18,	2,	205,	2-14-2018 07:11:33,	raspberrypi
1035,	599972,	0.23,	0.20,	0.18,	2,	205,	2-14-2018 07:12:33,	raspberrypi
1036,	599980,	0.18,	0.20,	0.18,	2,	204,	2-14-2018 07:13:33,	raspberrypi
1037,	600112,	0.22,	0.20,	0.18,	2,	203,	2-14-2018 07:14:33,	raspberrypi
1038,	600104,	0.25,	0.21,	0.18,	2,	204,	2-14-2018 07:15:33,	raspberrypi
1039,	600088,	0.20,	0.20,	0.18,	1,	204,	2-14-2018 07:16:33,	raspberrypi
1040,	599732,	0.23,	0.21,	0.18,	1,	204,	2-14-2018 07:17:33,	raspberrypi
1041,	599732,	0.27,	0.22,	0.19,	1,	204,	2-14-2018 07:18:33,	raspberrypi
1042,	599980,	0.27,	0.22,	0.19,	1,	204,	2-14-2018 07:19:33,	raspberrypi
1043,	599864,	0.27,	0.23,	0.19,	1,	203,	2-14-2018 07:20:33,	raspberrypi
1044,	600104,	0.20,	0.21,	0.18,	1,	204,	2-14-2018 07:21:33,	raspberrypi
1045,	600104,	0.23,	0.22,	0.18,	1,	204,	2-14-2018 07:22:34,	raspberrypi
1046,	600228,	0.19,	0.21,	0.18,	2,	204,	2-14-2018 07:23:34,	raspberrypi
1047,	600104,	0.22,	0.21,	0.18,	1,	204,	2-14-2018 07:24:34,	raspberrypi
1048,	600228,	0.18,	0.20,	0.18,	2,	204,	2-14-2018 07:25:34,	raspberrypi
1049,	600112,	0.20,	0.21,	0.18,	2,	203,	2-14-2018 07:26:34,	raspberrypi
1050,	600228,	0.24,	0.21,	0.18,	2,	204,	2-14-2018 07:27:34,	raspberrypi
1051,	600228,	0.18,	0.20,	0.18,	2,	204,	2-14-2018 07:28:34,	raspberrypi
1052,	600228,	0.22,	0.21,	0.18,	2,	204,	2-14-2018 07:29:34,	raspberrypi
1053,	600104,	0.25,	0.22,	0.18,	2,	204,	2-14-2018 07:30:34,	raspberrypi
1054,	600104,	0.20,	0.20,	0.18,	2,	204,	2-14-2018 07:31:34,	raspberrypi
1055,	599988,	0.23,	0.21,	0.18,	1,	203,	2-14-2018 07:32:34,	raspberrypi
1056,	599856,	0.27,	0.22,	0.19,	1,	204,	2-14-2018 07:33:34,	raspberrypi
1057,	599732,	0.21,	0.21,	0.18,	1,	204,	2-14-2018 07:34:34,	raspberrypi
1058,	599732,	0.25,	0.21,	0.18,	1,	204,	2-14-2018 07:35:34,	raspberrypi
1059,	599840,	0.19,	0.20,	0.18,	1,	204,	2-14-2018 07:36:34,	raspberrypi
1060,	599840,	0.22,	0.21,	0.18,	1,	204,	2-14-2018 07:37:34,	raspberrypi
1061,	599740,	0.18,	0.20,	0.18,	1,	203,	2-14-2018 07:38:34,	raspberrypi
1062,	599468,	0.14,	0.19,	0.18,	2,	204,	2-14-2018 07:39:34,	raspberrypi
1063,	599468,	0.22,	0.20,	0.18,	1,	204,	2-14-2018 07:40:34,	raspberrypi
1064,	599344,	0.12,	0.18,	0.18,	2,	204,	2-14-2018 07:41:34,	raspberrypi
1065,	599344,	0.20,	0.19,	0.18,	2,	204,	2-14-2018 07:42:34,	raspberrypi
1066,	599344,	0.19,	0.18,	0.18,	2,	204,	2-14-2018 07:43:34,	raspberrypi
1067,	599352,	0.18,	0.18,	0.18,	1,	203,	2-14-2018 07:44:34,	raspberrypi
1068,	599468,	0.18,	0.17,	0.18,	2,	204,	2-14-2018 07:45:34,	raspberrypi
1069,	599592,	0.17,	0.17,	0.18,	2,	204,	2-14-2018 07:46:34,	raspberrypi
1070,	599592,	0.16,	0.17,	0.18,	1,	204,	2-14-2018 07:47:34,	raspberrypi
1071,	599716,	0.15,	0.17,	0.18,	2,	204,	2-14-2018 07:48:34,	raspberrypi
1072,	599692,	0.25,	0.20,	0.19,	1,	204,	2-14-2018 07:49:34,	raspberrypi
1073,	599716,	0.26,	0.21,	0.19,	1,	203,	2-14-2018 07:50:34,	raspberrypi
1074,	599708,	0.15,	0.18,	0.18,	1,	204,	2-14-2018 07:51:34,	raspberrypi
1075,	599700,	0.21,	0.19,	0.18,	1,	204,	2-14-2018 07:52:34,	raspberrypi
1076,	599576,	0.25,	0.20,	0.18,	1,	204,	2-14-2018 07:53:34,	raspberrypi
1077,	599700,	0.20,	0.20,	0.18,	1,	204,	2-14-2018 07:54:34,	raspberrypi
1078,	599700,	0.23,	0.20,	0.18,	1,	204,	2-14-2018 07:55:34,	raspberrypi
1079,	599832,	0.19,	0.20,	0.18,	2,	204,	2-14-2018 07:56:34,	raspberrypi
1080,	599692,	0.21,	0.20,	0.18,	2,	205,	2-14-2018 07:57:34,	raspberrypi
1081,	599816,	0.17,	0.20,	0.18,	1,	205,	2-14-2018 07:58:34,	raspberrypi
1082,	599692,	0.20,	0.20,	0.18,	2,	205,	2-14-2018 07:59:34,	raspberrypi
1083,	599444,	0.24,	0.21,	0.18,	1,	205,	2-14-2018 08:00:34,	raspberrypi
1084,	599576,	0.22,	0.22,	0.18,	1,	204,	2-14-2018 08:01:34,	raspberrypi
1085,	599460,	0.23,	0.22,	0.18,	2,	203,	2-14-2018 08:02:34,	raspberrypi
1086,	599568,	0.25,	0.22,	0.19,	2,	204,	2-14-2018 08:03:34,	raspberrypi
1087,	599444,	0.20,	0.21,	0.18,	1,	204,	2-14-2018 08:04:34,	raspberrypi
1088,	599568,	0.23,	0.22,	0.18,	1,	204,	2-14-2018 08:05:34,	raspberrypi
1089,	599320,	0.27,	0.22,	0.19,	1,	204,	2-14-2018 08:06:34,	raspberrypi
1090,	599320,	0.21,	0.21,	0.18,	2,	204,	2-14-2018 08:07:34,	raspberrypi
1091,	599576,	0.25,	0.22,	0.18,	2,	203,	2-14-2018 08:08:34,	raspberrypi
1092,	598956,	0.19,	0.20,	0.18,	1,	203,	2-14-2018 08:09:34,	raspberrypi
1093,	598948,	0.22,	0.21,	0.18,	2,	204,	2-14-2018 08:10:34,	raspberrypi
1094,	598576,	0.19,	0.20,	0.18,	2,	204,	2-14-2018 08:11:34,	raspberrypi
1095,	598684,	0.22,	0.21,	0.18,	2,	204,	2-14-2018 08:12:34,	raspberrypi
1096,	598700,	0.18,	0.20,	0.18,	1,	204,	2-14-2018 08:13:34,	raspberrypi
1097,	598948,	0.14,	0.19,	0.18,	1,	204,	2-14-2018 08:14:34,	raspberrypi
1098,	598956,	0.22,	0.20,	0.18,	1,	203,	2-14-2018 08:15:34,	raspberrypi
1099,	598948,	0.12,	0.18,	0.18,	2,	204,	2-14-2018 08:16:34,	raspberrypi
1100,	598948,	0.20,	0.19,	0.18,	1,	204,	2-14-2018 08:17:34,	raspberrypi
1101,	599072,	0.19,	0.18,	0.18,	1,	204,	2-14-2018 08:18:34,	raspberrypi
1102,	599072,	0.18,	0.18,	0.18,	2,	204,	2-14-2018 08:19:34,	raspberrypi
1103,	599056,	0.18,	0.17,	0.18,	1,	204,	2-14-2018 08:20:34,	raspberrypi
1104,	599188,	0.17,	0.17,	0.18,	1,	203,	2-14-2018 08:21:34,	raspberrypi
1105,	599056,	0.21,	0.18,	0.18,	1,	204,	2-14-2018 08:22:34,	raspberrypi
1106,	599064,	0.17,	0.18,	0.18,	1,	204,	2-14-2018 08:23:34,	raspberrypi
1107,	599064,	0.22,	0.19,	0.18,	2,	204,	2-14-2018 08:24:34,	raspberrypi
1108,	599064,	0.24,	0.20,	0.18,	2,	204,	2-14-2018 08:25:34,	raspberrypi
1109,	599188,	0.27,	0.21,	0.19,	2,	204,	2-14-2018 08:26:35,	raspberrypi
1110,	599196,	0.21,	0.20,	0.18,	1,	203,	2-14-2018 08:27:35,	raspberrypi
1111,	599148,	0.25,	0.21,	0.18,	1,	204,	2-14-2018 08:28:35,	raspberrypi
1112,	599312,	0.19,	0.20,	0.18,	1,	204,	2-14-2018 08:29:35,	raspberrypi
1113,	599296,	0.22,	0.21,	0.18,	2,	204,	2-14-2018 08:30:35,	raspberrypi
1114,	599312,	0.18,	0.20,	0.18,	2,	204,	2-14-2018 08:31:35,	raspberrypi
1115,	599312,	0.21,	0.20,	0.18,	2,	204,	2-14-2018 08:32:35,	raspberrypi
1116,	599320,	0.23,	0.21,	0.18,	2,	203,	2-14-2018 08:33:35,	raspberrypi
1117,	599312,	0.18,	0.20,	0.18,	2,	204,	2-14-2018 08:34:35,	raspberrypi
1118,	599312,	0.21,	0.21,	0.18,	1,	204,	2-14-2018 08:35:35,	raspberrypi
1119,	599312,	0.28,	0.23,	0.19,	2,	204,	2-14-2018 08:36:35,	raspberrypi
1120,	599188,	0.20,	0.22,	0.18,	1,	204,	2-14-2018 08:37:35,	raspberrypi
1121,	599188,	0.19,	0.20,	0.18,	2,	204,	2-14-2018 08:38:35,	raspberrypi
1122,	598692,	0.16,	0.20,	0.18,	2,	203,	2-14-2018 08:39:35,	raspberrypi
1123,	598560,	0.16,	0.19,	0.18,	1,	204,	2-14-2018 08:40:35,	raspberrypi
1124,	598676,	0.15,	0.18,	0.18,	2,	204,	2-14-2018 08:41:35,	raspberrypi
1125,	598536,	0.15,	0.18,	0.18,	2,	204,	2-14-2018 08:42:35,	raspberrypi
1126,	598528,	0.13,	0.17,	0.18,	2,	204,	2-14-2018 08:43:35,	raspberrypi
1127,	598668,	0.22,	0.18,	0.18,	2,	204,	2-14-2018 08:44:35,	raspberrypi
1128,	598800,	0.12,	0.16,	0.18,	2,	203,	2-14-2018 08:45:35,	raspberrypi
