Index,	Free Memory (kB),	Load Avg (1 min),	Load Avg (5 min),	Load Avg (15 min),	Running Processes,	Total Processes,	Time,	Computer Name
280,	650548,	0.21,	0.19,	0.18,	1,	204,	2-13-2018 18:37:26,	raspberrypi
281,	650432,	0.24,	0.20,	0.18,	2,	203,	2-13-2018 18:38:26,	raspberrypi
282,	649804,	0.19,	0.19,	0.18,	2,	204,	2-13-2018 18:39:26,	raspberrypi
283,	649928,	0.22,	0.20,	0.18,	2,	204,	2-13-2018 18:40:26,	raspberrypi
284,	649928,	0.18,	0.19,	0.18,	1,	204,	2-13-2018 18:41:26,	raspberrypi
285,	650052,	0.21,	0.20,	0.18,	1,	204,	2-13-2018 18:42:26,	raspberrypi
286,	650176,	0.24,	0.21,	0.18,	2,	204,	2-13-2018 18:43:26,	raspberrypi
287,	650184,	0.19,	0.20,	0.18,	2,	203,	2-13-2018 18:44:26,	raspberrypi
288,	650176,	0.22,	0.21,	0.18,	2,	204,	2-13-2018 18:45:26,	raspberrypi
289,	650176,	0.25,	0.22,	0.19,	1,	204,	2-13-2018 18:46:26,	raspberrypi
290,	650300,	0.20,	0.20,	0.18,	2,	204,	2-13-2018 18:47:26,	raspberrypi
291,	650292,	0.23,	0.21,	0.18,	2,	204,	2-13-2018 18:48:26,	raspberrypi
292,	650292,	0.19,	0.20,	0.18,	2,	204,	2-13-2018 18:49:26,	raspberrypi
293,	650300,	0.21,	0.21,	0.18,	2,	203,	2-13-2018 18:50:26,	raspberrypi
294,	650168,	0.17,	0.20,	0.18,	2,	204,	2-13-2018 18:51:26,	raspberrypi
295,	650292,	0.20,	0.20,	0.18,	1,	204,	2-13-2018 18:52:26,	raspberrypi
296,	650168,	0.24,	0.21,	0.18,	1,	204,	2-13-2018 18:53:26,	raspberrypi
297,	649920,	0.18,	0.20,	0.18,	2,	204,	2-13-2018 18:54:26,	raspberrypi
298,	649796,	0.22,	0.21,	0.18,	2,	204,	2-13-2018 18:55:26,	raspberrypi
299,	649804,	0.21,	0.20,	0.18,	2,	203,	2-13-2018 18:56:26,	raspberrypi
300,	649796,	0.19,	0.19,	0.18,	2,	204,	2-13-2018 18:57:26,	raspberrypi
301,	649796,	0.19,	0.19,	0.18,	1,	204,	2-13-2018 18:58:26,	raspberrypi
302,	649788,	0.22,	0.20,	0.18,	1,	204,	2-13-2018 18:59:26,	raspberrypi
303,	649664,	0.19,	0.19,	0.18,	2,	204,	2-13-2018 19:00:26,	raspberrypi
304,	649540,	0.16,	0.18,	0.18,	1,	204,	2-13-2018 19:01:26,	raspberrypi
305,	649548,	0.16,	0.18,	0.18,	1,	203,	2-13-2018 19:02:26,	raspberrypi
306,	649500,	0.15,	0.17,	0.18,	1,	204,	2-13-2018 19:03:26,	raspberrypi
307,	649540,	0.15,	0.17,	0.18,	1,	204,	2-13-2018 19:04:26,	raspberrypi
308,	649416,	0.13,	0.17,	0.18,	2,	204,	2-13-2018 19:05:26,	raspberrypi
309,	649540,	0.22,	0.18,	0.18,	2,	204,	2-13-2018 19:06:26,	raspberrypi
310,	646932,	0.12,	0.16,	0.18,	1,	208,	2-13-2018 19:07:26,	raspberrypi
311,	646808,	0.20,	0.18,	0.18,	1,	208,	2-13-2018 19:08:26,	raspberrypi
312,	646412,	0.19,	0.17,	0.18,	2,	208,	2-13-2018 19:09:26,	raspberrypi
313,	646428,	0.22,	0.19,	0.18,	1,	208,	2-13-2018 19:10:26,	raspberrypi
314,	646552,	0.25,	0.20,	0.18,	1,	208,	2-13-2018 19:11:26,	raspberrypi
315,	646568,	0.29,	0.21,	0.19,	1,	206,	2-13-2018 19:12:26,	raspberrypi
316,	646560,	0.27,	0.22,	0.19,	2,	207,	2-13-2018 19:13:26,	raspberrypi
317,	646560,	0.20,	0.20,	0.18,	2,	207,	2-13-2018 19:14:26,	raspberrypi
318,	646992,	0.23,	0.21,	0.18,	1,	207,	2-13-2018 19:15:26,	raspberrypi
319,	646932,	0.18,	0.20,	0.18,	1,	207,	2-13-2018 19:16:26,	raspberrypi
320,	646916,	0.21,	0.21,	0.18,	2,	207,	2-13-2018 19:17:26,	raspberrypi
321,	646816,	0.24,	0.21,	0.18,	1,	206,	2-13-2018 19:18:26,	raspberrypi
322,	646172,	0.19,	0.20,	0.18,	1,	207,	2-13-2018 19:19:26,	raspberrypi
323,	646296,	0.22,	0.21,	0.18,	1,	207,	2-13-2018 19:20:26,	raspberrypi
324,	646312,	0.26,	0.22,	0.19,	1,	207,	2-13-2018 19:21:26,	raspberrypi
325,	646064,	0.21,	0.21,	0.18,	1,	207,	2-13-2018 19:22:26,	raspberrypi
326,	646064,	0.23,	0.21,	0.18,	1,	207,	2-13-2018 19:23:26,	raspberrypi
327,	646072,	0.19,	0.20,	0.18,	2,	206,	2-13-2018 19:24:26,	raspberrypi
328,	646048,	0.22,	0.21,	0.18,	1,	207,	2-13-2018 19:25:26,	raspberrypi
329,	646188,	0.17,	0.20,	0.18,	2,	207,	2-13-2018 19:26:26,	raspberrypi
330,	646172,	0.20,	0.20,	0.18,	2,	207,	2-13-2018 19:27:26,	raspberrypi
331,	646180,	0.24,	0.21,	0.18,	2,	207,	2-13-2018 19:28:26,	raspberrypi
332,	646180,	0.18,	0.20,	0.18,	2,	207,	2-13-2018 19:29:26,	raspberrypi
333,	646064,	0.22,	0.21,	0.18,	1,	206,	2-13-2018 19:30:26,	raspberrypi
334,	645924,	0.25,	0.21,	0.18,	1,	207,	2-13-2018 19:31:26,	raspberrypi
335,	646048,	0.20,	0.20,	0.18,	1,	207,	2-13-2018 19:32:26,	raspberrypi
336,	645924,	0.20,	0.20,	0.18,	1,	207,	2-13-2018 19:33:26,	raspberrypi
337,	645800,	0.17,	0.19,	0.18,	1,	207,	2-13-2018 19:34:26,	raspberrypi
338,	645800,	0.17,	0.18,	0.18,	2,	207,	2-13-2018 19:35:26,	raspberrypi
339,	645684,	0.16,	0.18,	0.18,	1,	206,	2-13-2018 19:36:26,	raspberrypi
340,	645676,	0.16,	0.17,	0.18,	1,	207,	2-13-2018 19:37:26,	raspberrypi
341,	645552,	0.14,	0.17,	0.18,	1,	207,	2-13-2018 19:38:26,	raspberrypi
342,	645172,	0.15,	0.17,	0.18,	2,	207,	2-13-2018 19:39:26,	raspberrypi
343,	645172,	0.13,	0.16,	0.18,	1,	207,	2-13-2018 19:40:26,	raspberrypi
344,	645172,	0.22,	0.18,	0.18,	1,	207,	2-13-2018 19:41:26,	raspberrypi
345,	645164,	0.12,	0.16,	0.18,	1,	206,	2-13-2018 19:42:26,	raspberrypi
346,	645148,	0.20,	0.18,	0.18,	1,	207,	2-13-2018 19:43:26,	raspberrypi
347,	645148,	0.19,	0.17,	0.18,	1,	207,	2-13-2018 19:44:26,	raspberrypi
348,	645024,	0.18,	0.17,	0.18,	1,	206,	2-13-2018 19:45:26,	raspberrypi
349,	645148,	0.23,	0.19,	0.18,	1,	207,	2-13-2018 19:46:26,	raspberrypi
350,	645272,	0.19,	0.18,	0.18,	1,	207,	2-13-2018 19:47:26,	raspberrypi
351,	645652,	0.22,	0.19,	0.18,	1,	206,	2-13-2018 19:48:26,	raspberrypi
352,	645380,	0.21,	0.20,	0.18,	1,	207,	2-13-2018 19:49:26,	raspberrypi
353,	645520,	0.22,	0.20,	0.18,	2,	207,	2-13-2018 19:50:26,	raspberrypi
354,	645520,	0.25,	0.21,	0.18,	2,	207,	2-13-2018 19:51:26,	raspberrypi
355,	645396,	0.19,	0.20,	0.18,	1,	207,	2-13-2018 19:52:26,	raspberrypi
356,	645272,	0.29,	0.22,	0.19,	1,	207,	2-13-2018 19:53:26,	raspberrypi
357,	645272,	0.28,	0.23,	0.19,	1,	206,	2-13-2018 19:54:26,	raspberrypi
358,	645264,	0.21,	0.22,	0.18,	1,	207,	2-13-2018 19:55:26,	raspberrypi
359,	645256,	0.26,	0.22,	0.19,	1,	207,	2-13-2018 19:56:26,	raspberrypi
360,	645116,	0.27,	0.23,	0.19,	1,	207,	2-13-2018 19:57:26,	raspberrypi
361,	645132,	0.26,	0.23,	0.19,	2,	207,	2-13-2018 19:58:26,	raspberrypi
362,	645132,	0.20,	0.22,	0.18,	1,	207,	2-13-2018 19:59:26,	raspberrypi
363,	645016,	0.22,	0.22,	0.18,	2,	206,	2-13-2018 20:00:26,	raspberrypi
364,	644884,	0.17,	0.21,	0.18,	2,	207,	2-13-2018 20:01:26,	raspberrypi
365,	644760,	0.20,	0.22,	0.18,	1,	207,	2-13-2018 20:02:26,	raspberrypi
366,	644744,	0.24,	0.22,	0.18,	2,	207,	2-13-2018 20:03:26,	raspberrypi
367,	644760,	0.18,	0.21,	0.18,	2,	207,	2-13-2018 20:04:26,	raspberrypi
368,	644760,	0.22,	0.21,	0.18,	2,	207,	2-13-2018 20:05:26,	raspberrypi
369,	644968,	0.25,	0.22,	0.18,	2,	207,	2-13-2018 20:06:26,	raspberrypi
370,	644884,	0.20,	0.21,	0.18,	1,	207,	2-13-2018 20:07:26,	raspberrypi
371,	644760,	0.20,	0.20,	0.18,	1,	207,	2-13-2018 20:08:26,	raspberrypi
372,	644116,	0.17,	0.19,	0.18,	1,	207,	2-13-2018 20:09:26,	raspberrypi
373,	644216,	0.17,	0.19,	0.18,	2,	207,	2-13-2018 20:10:26,	raspberrypi
374,	644356,	0.16,	0.18,	0.18,	1,	206,	2-13-2018 20:11:26,	raspberrypi
375,	644488,	0.16,	0.17,	0.18,	1,	207,	2-13-2018 20:12:26,	raspberrypi
376,	644488,	0.14,	0.17,	0.18,	2,	207,	2-13-2018 20:13:26,	raspberrypi
377,	644728,	0.15,	0.17,	0.18,	1,	207,	2-13-2018 20:14:26,	raspberrypi
378,	644480,	0.13,	0.16,	0.18,	2,	207,	2-13-2018 20:15:26,	raspberrypi
379,	644480,	0.22,	0.18,	0.18,	2,	207,	2-13-2018 20:16:26,	raspberrypi
380,	644092,	0.12,	0.16,	0.18,	1,	207,	2-13-2018 20:17:26,	raspberrypi
381,	644224,	0.20,	0.18,	0.18,	1,	207,	2-13-2018 20:18:26,	raspberrypi
382,	644100,	0.19,	0.17,	0.18,	2,	207,	2-13-2018 20:19:26,	raspberrypi
383,	644100,	0.18,	0.17,	0.18,	1,	207,	2-13-2018 20:20:26,	raspberrypi
384,	644100,	0.23,	0.19,	0.18,	2,	207,	2-13-2018 20:21:26,	raspberrypi
385,	644108,	0.19,	0.18,	0.18,	1,	206,	2-13-2018 20:22:26,	raspberrypi
386,	644232,	0.22,	0.19,	0.18,	2,	206,	2-13-2018 20:23:26,	raspberrypi
387,	644224,	0.18,	0.18,	0.18,	1,	207,	2-13-2018 20:24:26,	raspberrypi
388,	644224,	0.21,	0.19,	0.18,	2,	207,	2-13-2018 20:25:26,	raspberrypi
389,	644224,	0.24,	0.20,	0.18,	1,	207,	2-13-2018 20:26:26,	raspberrypi
390,	643604,	0.19,	0.20,	0.18,	1,	207,	2-13-2018 20:27:26,	raspberrypi
391,	643720,	0.22,	0.20,	0.18,	1,	207,	2-13-2018 20:28:26,	raspberrypi
392,	643564,	0.25,	0.21,	0.19,	2,	206,	2-13-2018 20:29:26,	raspberrypi
393,	643596,	0.20,	0.20,	0.18,	2,	207,	2-13-2018 20:30:26,	raspberrypi
394,	643720,	0.23,	0.21,	0.18,	2,	207,	2-13-2018 20:31:26,	raspberrypi
395,	643720,	0.27,	0.22,	0.19,	1,	207,	2-13-2018 20:32:26,	raspberrypi
396,	643712,	0.21,	0.21,	0.18,	2,	207,	2-13-2018 20:33:26,	raspberrypi
397,	643712,	0.25,	0.21,	0.18,	1,	207,	2-13-2018 20:34:26,	raspberrypi
398,	643720,	0.19,	0.20,	0.18,	1,	206,	2-13-2018 20:35:26,	raspberrypi
399,	643712,	0.22,	0.21,	0.18,	2,	206,	2-13-2018 20:36:26,	raspberrypi
400,	643712,	0.18,	0.20,	0.18,	1,	207,	2-13-2018 20:37:26,	raspberrypi
401,	643712,	0.21,	0.21,	0.18,	1,	207,	2-13-2018 20:38:26,	raspberrypi
402,	643208,	0.24,	0.21,	0.18,	1,	207,	2-13-2018 20:39:26,	raspberrypi
403,	643332,	0.21,	0.21,	0.18,	2,	207,	2-13-2018 20:40:27,	raspberrypi
404,	643464,	0.24,	0.21,	0.18,	2,	206,	2-13-2018 20:41:27,	raspberrypi
405,	643456,	0.19,	0.20,	0.18,	2,	207,	2-13-2018 20:42:27,	raspberrypi
406,	643448,	0.22,	0.21,	0.18,	1,	207,	2-13-2018 20:43:27,	raspberrypi
407,	642408,	0.26,	0.22,	0.19,	1,	209,	2-13-2018 20:44:27,	raspberrypi
408,	642284,	0.21,	0.20,	0.18,	1,	209,	2-13-2018 20:45:27,	raspberrypi
409,	642704,	0.23,	0.21,	0.18,	1,	207,	2-13-2018 20:46:27,	raspberrypi
410,	642704,	0.19,	0.20,	0.18,	1,	207,	2-13-2018 20:47:27,	raspberrypi
411,	642828,	0.22,	0.21,	0.18,	1,	207,	2-13-2018 20:48:27,	raspberrypi
412,	642828,	0.17,	0.20,	0.18,	1,	207,	2-13-2018 20:49:27,	raspberrypi
413,	642828,	0.16,	0.19,	0.18,	1,	207,	2-13-2018 20:50:27,	raspberrypi
414,	642952,	0.22,	0.20,	0.18,	1,	207,	2-13-2018 20:51:27,	raspberrypi
415,	642960,	0.14,	0.18,	0.18,	1,	206,	2-13-2018 20:52:27,	raspberrypi
416,	643076,	0.32,	0.22,	0.19,	2,	207,	2-13-2018 20:53:27,	raspberrypi
417,	642952,	0.25,	0.21,	0.19,	1,	207,	2-13-2018 20:54:27,	raspberrypi
418,	643068,	0.20,	0.20,	0.18,	1,	207,	2-13-2018 20:55:27,	raspberrypi
419,	643068,	0.20,	0.19,	0.18,	1,	207,	2-13-2018 20:56:27,	raspberrypi
420,	643068,	0.17,	0.19,	0.18,	1,	207,	2-13-2018 20:57:27,	raspberrypi
421,	643076,	0.17,	0.18,	0.18,	1,	206,	2-13-2018 20:58:27,	raspberrypi
422,	643068,	0.16,	0.18,	0.18,	1,	206,	2-13-2018 20:59:27,	raspberrypi
423,	643060,	0.16,	0.17,	0.18,	1,	207,	2-13-2018 21:00:27,	raspberrypi
424,	643060,	0.14,	0.17,	0.18,	1,	207,	2-13-2018 21:01:27,	raspberrypi
425,	642936,	0.15,	0.17,	0.18,	1,	207,	2-13-2018 21:02:27,	raspberrypi
426,	642936,	0.21,	0.18,	0.18,	1,	207,	2-13-2018 21:03:27,	raspberrypi
427,	642936,	0.24,	0.19,	0.18,	1,	207,	2-13-2018 21:04:27,	raspberrypi
428,	642944,	0.20,	0.18,	0.18,	1,	206,	2-13-2018 21:05:27,	raspberrypi
429,	642812,	0.23,	0.19,	0.18,	1,	207,	2-13-2018 21:06:27,	raspberrypi
430,	642936,	0.27,	0.20,	0.19,	1,	207,	2-13-2018 21:07:27,	raspberrypi
431,	642936,	0.21,	0.20,	0.18,	1,	207,	2-13-2018 21:08:27,	raspberrypi
432,	641608,	0.34,	0.24,	0.19,	1,	208,	2-13-2018 21:09:27,	raspberrypi
433,	641640,	0.23,	0.22,	0.19,	1,	208,	2-13-2018 21:10:27,	raspberrypi
434,	641640,	0.24,	0.23,	0.19,	2,	208,	2-13-2018 21:11:27,	raspberrypi
435,	641624,	0.18,	0.21,	0.18,	1,	208,	2-13-2018 21:12:27,	raspberrypi
436,	641624,	0.21,	0.22,	0.18,	1,	208,	2-13-2018 21:13:27,	raspberrypi
437,	641764,	0.30,	0.24,	0.19,	2,	206,	2-13-2018 21:14:27,	raspberrypi
438,	641640,	0.21,	0.22,	0.18,	2,	206,	2-13-2018 21:15:27,	raspberrypi
439,	641756,	0.23,	0.23,	0.18,	1,	207,	2-13-2018 21:16:27,	raspberrypi
440,	641600,	0.26,	0.23,	0.19,	1,	208,	2-13-2018 21:17:27,	raspberrypi
441,	641616,	0.21,	0.22,	0.18,	2,	208,	2-13-2018 21:18:27,	raspberrypi
442,	641616,	0.23,	0.22,	0.18,	1,	208,	2-13-2018 21:19:27,	raspberrypi
443,	641616,	0.19,	0.21,	0.18,	2,	208,	2-13-2018 21:20:27,	raspberrypi
444,	641748,	0.22,	0.22,	0.18,	2,	207,	2-13-2018 21:21:27,	raspberrypi
445,	641624,	0.17,	0.20,	0.18,	1,	207,	2-13-2018 21:22:27,	raspberrypi
446,	641360,	0.20,	0.21,	0.18,	2,	207,	2-13-2018 21:23:27,	raspberrypi
447,	641376,	0.17,	0.20,	0.18,	2,	207,	2-13-2018 21:24:27,	raspberrypi
448,	641112,	0.16,	0.19,	0.18,	2,	207,	2-13-2018 21:25:27,	raspberrypi
449,	641252,	0.22,	0.20,	0.18,	2,	207,	2-13-2018 21:26:27,	raspberrypi
450,	641260,	0.14,	0.18,	0.18,	1,	206,	2-13-2018 21:27:27,	raspberrypi
451,	641376,	0.20,	0.19,	0.18,	1,	207,	2-13-2018 21:28:27,	raspberrypi
452,	641352,	0.21,	0.18,	0.18,	2,	207,	2-13-2018 21:29:27,	raspberrypi
453,	641236,	0.19,	0.18,	0.18,	2,	207,	2-13-2018 21:30:27,	raspberrypi
454,	641236,	0.19,	0.18,	0.18,	2,	207,	2-13-2018 21:31:27,	raspberrypi
455,	641344,	0.17,	0.17,	0.18,	2,	207,	2-13-2018 21:32:27,	raspberrypi
456,	641228,	0.17,	0.17,	0.18,	1,	206,	2-13-2018 21:33:27,	raspberrypi
457,	641236,	0.16,	0.17,	0.18,	2,	207,	2-13-2018 21:34:27,	raspberrypi
458,	641236,	0.16,	0.17,	0.18,	1,	207,	2-13-2018 21:35:27,	raspberrypi
459,	641360,	0.14,	0.16,	0.18,	1,	207,	2-13-2018 21:36:27,	raspberrypi
460,	641360,	0.20,	0.18,	0.18,	1,	207,	2-13-2018 21:37:27,	raspberrypi
461,	641236,	0.22,	0.19,	0.18,	1,	207,	2-13-2018 21:38:27,	raspberrypi
462,	640732,	0.25,	0.20,	0.18,	1,	207,	2-13-2018 21:39:27,	raspberrypi
463,	640832,	0.20,	0.19,	0.18,	1,	208,	2-13-2018 21:40:27,	raspberrypi
464,	640848,	0.23,	0.20,	0.18,	1,	208,	2-13-2018 21:41:27,	raspberrypi
465,	640724,	0.27,	0.21,	0.19,	1,	208,	2-13-2018 21:42:27,	raspberrypi
466,	640724,	0.21,	0.20,	0.18,	2,	208,	2-13-2018 21:43:27,	raspberrypi
467,	640732,	0.25,	0.21,	0.18,	1,	207,	2-13-2018 21:44:27,	raspberrypi
468,	640864,	0.19,	0.20,	0.18,	1,	206,	2-13-2018 21:45:27,	raspberrypi
469,	640864,	0.22,	0.21,	0.18,	1,	206,	2-13-2018 21:46:27,	raspberrypi
470,	640856,	0.18,	0.20,	0.18,	1,	207,	2-13-2018 21:47:27,	raspberrypi
471,	640608,	0.21,	0.21,	0.18,	1,	207,	2-13-2018 21:48:27,	raspberrypi
472,	641096,	0.24,	0.21,	0.18,	1,	207,	2-13-2018 21:49:27,	raspberrypi
473,	641080,	0.19,	0.20,	0.18,	1,	207,	2-13-2018 21:50:27,	raspberrypi
474,	641080,	0.26,	0.22,	0.19,	2,	207,	2-13-2018 21:51:27,	raspberrypi
475,	641088,	0.27,	0.23,	0.19,	2,	206,	2-13-2018 21:52:27,	raspberrypi
476,	640956,	0.21,	0.22,	0.18,	1,	207,	2-13-2018 21:53:27,	raspberrypi
477,	640956,	0.32,	0.24,	0.19,	2,	207,	2-13-2018 21:54:27,	raspberrypi
478,	640832,	0.22,	0.22,	0.18,	1,	207,	2-13-2018 21:55:27,	raspberrypi
479,	640824,	0.23,	0.23,	0.18,	1,	207,	2-13-2018 21:56:27,	raspberrypi
480,	640832,	0.18,	0.21,	0.18,	1,	207,	2-13-2018 21:57:27,	raspberrypi
481,	640872,	0.20,	0.22,	0.18,	1,	206,	2-13-2018 21:58:27,	raspberrypi
482,	640508,	0.24,	0.22,	0.18,	1,	207,	2-13-2018 21:59:27,	raspberrypi
483,	640376,	0.18,	0.21,	0.18,	1,	207,	2-13-2018 22:00:27,	raspberrypi
484,	640376,	0.21,	0.21,	0.18,	2,	207,	2-13-2018 22:01:27,	raspberrypi
485,	640376,	0.24,	0.22,	0.18,	1,	207,	2-13-2018 22:02:27,	raspberrypi
486,	640376,	0.19,	0.21,	0.18,	1,	207,	2-13-2018 22:03:27,	raspberrypi
487,	640260,	0.22,	0.21,	0.18,	2,	206,	2-13-2018 22:04:27,	raspberrypi
488,	640104,	0.20,	0.20,	0.18,	2,	207,	2-13-2018 22:05:27,	raspberrypi
489,	635700,	0.17,	0.20,	0.18,	2,	208,	2-13-2018 22:06:27,	raspberrypi
490,	635576,	0.22,	0.20,	0.18,	2,	208,	2-13-2018 22:07:27,	raspberrypi
491,	635452,	0.23,	0.21,	0.18,	2,	208,	2-13-2018 22:08:27,	raspberrypi
492,	634708,	0.26,	0.22,	0.19,	2,	208,	2-13-2018 22:09:27,	raspberrypi
493,	634708,	0.27,	0.24,	0.19,	1,	208,	2-13-2018 22:10:27,	raspberrypi
494,	634808,	0.18,	0.22,	0.19,	2,	208,	2-13-2018 22:11:27,	raspberrypi
495,	634808,	0.23,	0.22,	0.19,	1,	208,	2-13-2018 22:12:27,	raspberrypi
496,	634824,	0.18,	0.21,	0.18,	1,	208,	2-13-2018 22:13:27,	raspberrypi
497,	634824,	0.15,	0.20,	0.18,	1,	208,	2-13-2018 22:14:27,	raspberrypi
498,	634824,	0.22,	0.21,	0.18,	2,	208,	2-13-2018 22:15:27,	raspberrypi
499,	634832,	0.12,	0.18,	0.18,	2,	207,	2-13-2018 22:16:27,	raspberrypi
500,	634948,	0.20,	0.19,	0.18,	1,	208,	2-13-2018 22:17:27,	raspberrypi
501,	634808,	0.26,	0.20,	0.19,	2,	208,	2-13-2018 22:18:27,	raspberrypi
502,	634848,	0.21,	0.20,	0.18,	2,	208,	2-13-2018 22:19:27,	raspberrypi
503,	634824,	0.24,	0.21,	0.18,	1,	208,	2-13-2018 22:20:27,	raspberrypi
504,	634824,	0.19,	0.20,	0.18,	1,	208,	2-13-2018 22:21:27,	raspberrypi
505,	634832,	0.22,	0.21,	0.18,	1,	207,	2-13-2018 22:22:27,	raspberrypi
506,	634948,	0.18,	0.20,	0.18,	1,	208,	2-13-2018 22:23:27,	raspberrypi
507,	634700,	0.21,	0.20,	0.18,	1,	208,	2-13-2018 22:24:27,	raspberrypi
508,	634700,	0.24,	0.21,	0.18,	2,	208,	2-13-2018 22:25:27,	raspberrypi
509,	634700,	0.19,	0.20,	0.18,	2,	208,	2-13-2018 22:26:27,	raspberrypi
510,	634700,	0.22,	0.21,	0.18,	2,	208,	2-13-2018 22:27:27,	raspberrypi
511,	634956,	0.25,	0.22,	0.19,	1,	207,	2-13-2018 22:28:27,	raspberrypi
512,	634824,	0.20,	0.20,	0.18,	1,	208,	2-13-2018 22:29:27,	raspberrypi
513,	634948,	0.23,	0.21,	0.18,	2,	208,	2-13-2018 22:30:27,	raspberrypi
514,	634692,	0.29,	0.23,	0.19,	1,	208,	2-13-2018 22:31:27,	raspberrypi
515,	634816,	0.25,	0.23,	0.19,	2,	208,	2-13-2018 22:32:27,	raspberrypi
516,	634568,	0.19,	0.22,	0.18,	1,	208,	2-13-2018 22:33:27,	raspberrypi
517,	634700,	0.20,	0.22,	0.18,	2,	207,	2-13-2018 22:34:27,	raspberrypi
518,	634568,	0.37,	0.26,	0.20,	1,	208,	2-13-2018 22:35:27,	raspberrypi
519,	634684,	0.23,	0.24,	0.19,	2,	209,	2-13-2018 22:36:27,	raspberrypi
520,	634312,	0.24,	0.24,	0.19,	1,	209,	2-13-2018 22:37:27,	raspberrypi
521,	634436,	0.25,	0.24,	0.19,	2,	209,	2-13-2018 22:38:27,	raspberrypi
522,	633684,	0.20,	0.23,	0.18,	2,	209,	2-13-2018 22:39:27,	raspberrypi
523,	633692,	0.20,	0.21,	0.18,	1,	208,	2-13-2018 22:40:27,	raspberrypi
524,	633692,	0.17,	0.20,	0.18,	2,	208,	2-13-2018 22:41:27,	raspberrypi
525,	633692,	0.17,	0.20,	0.18,	2,	208,	2-13-2018 22:42:27,	raspberrypi
526,	637856,	0.23,	0.21,	0.18,	1,	205,	2-13-2018 22:43:27,	raspberrypi
527,	637980,	0.25,	0.22,	0.19,	1,	205,	2-13-2018 22:44:27,	raspberrypi
528,	638104,	0.19,	0.21,	0.18,	1,	205,	2-13-2018 22:45:27,	raspberrypi
529,	638112,	0.16,	0.20,	0.18,	1,	204,	2-13-2018 22:46:27,	raspberrypi
530,	638228,	0.15,	0.19,	0.18,	1,	205,	2-13-2018 22:47:27,	raspberrypi
531,	638236,	0.22,	0.20,	0.18,	1,	204,	2-13-2018 22:48:27,	raspberrypi
532,	638236,	0.14,	0.18,	0.18,	1,	204,	2-13-2018 22:49:27,	raspberrypi
533,	638228,	0.20,	0.19,	0.18,	1,	204,	2-13-2018 22:50:27,	raspberrypi
534,	638352,	0.21,	0.18,	0.18,	2,	204,	2-13-2018 22:51:27,	raspberrypi
535,	638236,	0.19,	0.18,	0.18,	1,	203,	2-13-2018 22:52:27,	raspberrypi
536,	638352,	0.21,	0.18,	0.18,	1,	204,	2-13-2018 22:53:27,	raspberrypi
537,	638180,	0.19,	0.18,	0.18,	1,	204,	2-13-2018 22:54:27,	raspberrypi
538,	638228,	0.19,	0.17,	0.18,	1,	204,	2-13-2018 22:55:28,	raspberrypi
539,	638104,	0.17,	0.17,	0.18,	1,	204,	2-13-2018 22:56:28,	raspberrypi
540,	638228,	0.17,	0.17,	0.18,	1,	204,	2-13-2018 22:57:28,	raspberrypi
541,	638112,	0.16,	0.17,	0.18,	2,	203,	2-13-2018 22:58:28,	raspberrypi
542,	638104,	0.19,	0.18,	0.18,	1,	204,	2-13-2018 22:59:28,	raspberrypi
543,	637964,	0.24,	0.19,	0.18,	1,	204,	2-13-2018 23:00:28,	raspberrypi
544,	637980,	0.18,	0.18,	0.18,	2,	204,	2-13-2018 23:01:28,	raspberrypi
545,	637980,	0.22,	0.19,	0.18,	2,	204,	2-13-2018 23:02:28,	raspberrypi
546,	637980,	0.25,	0.20,	0.18,	1,	204,	2-13-2018 23:03:28,	raspberrypi
547,	637864,	0.20,	0.20,	0.18,	1,	203,	2-13-2018 23:04:28,	raspberrypi
548,	637848,	0.23,	0.20,	0.18,	1,	204,	2-13-2018 23:05:28,	raspberrypi
549,	637724,	0.27,	0.21,	0.19,	1,	204,	2-13-2018 23:06:28,	raspberrypi
550,	637600,	0.21,	0.20,	0.18,	1,	204,	2-13-2018 23:07:28,	raspberrypi
551,	637724,	0.24,	0.21,	0.18,	1,	204,	2-13-2018 23:08:28,	raspberrypi
552,	637104,	0.19,	0.20,	0.18,	2,	204,	2-13-2018 23:09:28,	raspberrypi
553,	637112,	0.22,	0.21,	0.18,	1,	203,	2-13-2018 23:10:28,	raspberrypi
554,	636980,	0.18,	0.20,	0.18,	1,	204,	2-13-2018 23:11:28,	raspberrypi
555,	636980,	0.27,	0.22,	0.19,	1,	204,	2-13-2018 23:12:28,	raspberrypi
556,	636824,	0.27,	0.23,	0.19,	1,	205,	2-13-2018 23:13:28,	raspberrypi
557,	637088,	0.20,	0.21,	0.18,	1,	205,	2-13-2018 23:14:28,	raspberrypi
558,	637212,	0.23,	0.22,	0.18,	1,	205,	2-13-2018 23:15:28,	raspberrypi
559,	637220,	0.26,	0.22,	0.19,	1,	204,	2-13-2018 23:16:28,	raspberrypi
560,	637088,	0.21,	0.21,	0.18,	1,	205,	2-13-2018 23:17:28,	raspberrypi
561,	637096,	0.23,	0.22,	0.18,	1,	204,	2-13-2018 23:18:28,	raspberrypi
562,	637096,	0.19,	0.20,	0.18,	1,	204,	2-13-2018 23:19:28,	raspberrypi
563,	636972,	0.17,	0.20,	0.18,	2,	204,	2-13-2018 23:20:28,	raspberrypi
